f_wh,f_wmt,f_posh,f_posmt,length,num_prep, class
-79.516588,-26.818408,-46.332561,-46.135188,24,10,0
-146.043758,-74.150623,-17.363544,-16.925443,60,1,0
-65.895541,-50.201855,-28.556441,-27.343916,38,3,0
-50.283897,-22.731220,-67.476645,-63.054561,19,8,0
-51.381000,-40.758958,-9.709053,-8.852905,34,1,0
-27.969438,-14.914814,-4.519601,-4.531508,11,1,0
-77.154646,-101.280079,-64.692080,-65.170428,24,8,0
-6.600815,-5.624099,-25.462958,-24.562163,4,1,0
-31.172634,-13.492477,-5.875242,-5.441876,9,0,0
-80.257305,-91.733523,-38.122062,-35.424121,25,7,0
-56.137288,-45.085907,-11.107855,-10.766318,17,2,0
-87.472527,-36.457788,-34.650907,-33.765938,29,5,0
-61.401454,-74.228297,-23.748437,-23.601626,26,5,0
-25.241012,-19.945419,-28.040148,-28.375884,14,4,0
-29.830958,-17.207961,-42.372961,-42.690957,13,8,0
-44.633355,-22.273170,-15.215663,-15.285563,12,0,0
-42.456120,-21.468906,-14.096937,-14.155361,14,1,0
-7.327783,-6.781833,-33.559705,-33.078139,4,4,0
-33.779054,-23.977745,-9.718102,-9.515760,16,1,0
-10.134279,-8.930972,-19.877014,-19.021990,7,3,0
-34.392535,-14.585157,-10.371971,-10.301737,8,2,0
-32.121803,-23.924600,-27.905356,-28.262956,16,7,0
-104.621622,-53.308858,-27.563704,-27.937526,39,8,0
-23.723796,-15.762498,-36.989685,-37.867230,10,11,0
-26.674731,-12.497212,-33.069994,-33.096943,9,11,0
-37.607311,-38.788036,-8.762771,-8.592255,31,3,0
-63.164036,-43.635406,-45.158860,-45.804180,33,7,0
-52.040395,-19.063928,-3.306024,-3.331958,14,0,0
-20.305245,-8.895171,-13.828384,-13.684661,6,4,0
-21.923818,-10.754089,-33.388923,-34.326451,9,1,0
-46.075750,-31.644426,-21.900685,-23.325641,25,4,0
-10.708747,-7.959519,-17.439312,-17.270519,6,0,0
-64.448029,-33.940001,-8.360158,-8.901623,26,1,0
-72.410587,-27.391270,-8.853003,-8.655033,22,3,0
-94.698713,-37.741397,-16.295682,-17.752741,31,1,0
-80.264873,-45.292968,-25.100303,-25.256950,36,6,0
-10.321889,-19.200800,-53.847729,-51.560109,7,8,0
-42.074041,-19.770116,-47.897852,-46.814281,13,8,0
-12.025365,-6.757113,-13.167127,-14.160342,9,3,0
-125.597064,-73.165523,-51.683789,-51.537588,62,9,0
-33.759534,-20.664512,-21.658288,-21.431899,20,3,0
-36.425305,-13.777601,-13.674656,-14.450648,12,1,0
-41.450349,-25.491759,-22.054203,-23.475618,19,2,0
-30.870798,-53.773487,-16.334062,-15.860995,23,2,0
-88.079137,-46.747133,-5.274111,-5.776602,38,1,0
-35.619571,-12.734383,-17.538960,-17.029756,10,5,0
-23.998712,-19.027804,-48.892126,-49.626673,13,8,0
-46.917601,-33.139077,-16.344130,-17.039345,27,2,0
-35.878119,-16.294240,-36.719140,-34.560228,12,6,0
-59.409093,-39.030378,-24.055915,-24.387759,33,3,0
-59.287138,-33.878116,-10.924996,-11.115599,23,2,0
-43.671277,-31.505367,-15.723208,-15.692876,26,4,0
-26.838946,-13.581566,-14.516626,-14.596406,8,2,0
-34.771160,-20.881673,-17.042258,-18.421787,17,4,0
-43.381414,-17.315465,-18.399419,-17.332212,11,4,0
-123.239571,-62.484235,-14.013694,-13.510223,53,2,0
-83.356659,-54.196053,-15.384447,-16.230886,41,3,0
-121.901928,-58.435389,-21.966600,-22.041495,46,5,0
-63.289657,-26.776361,-24.373597,-23.411982,22,4,0
-50.521257,-34.442657,-18.905790,-19.751478,32,4,0
-36.666853,-38.437152,-15.666239,-15.037122,29,1,0
-51.370552,-38.570531,-26.258101,-24.938843,29,4,0
-83.363045,-42.533716,-5.182336,-5.244464,34,1,0
-37.819962,-37.189573,-19.510289,-19.302448,12,3,0
-41.671455,-34.941545,-45.471035,-45.351660,25,5,0
-69.816598,-46.433265,-17.428812,-16.847470,36,2,0
-26.487283,-18.324583,-29.756754,-28.806986,10,5,0
-60.616249,-26.419329,-31.924006,-30.426891,23,8,0
-15.660441,-13.253641,-14.022796,-14.228677,12,3,0
-63.577246,-25.766692,-31.111084,-29.145963,24,1,0
-89.498333,-66.428102,-33.952474,-32.075134,56,5,0
-12.827877,-5.384780,-18.806206,-18.187275,4,2,0
-20.034931,-42.387266,-36.739816,-36.273270,17,4,0
-43.329675,-22.091265,-5.093693,-5.564424,15,1,0
-19.447713,-16.838868,-11.867327,-11.118063,16,2,0
-52.437536,-64.537728,-46.119698,-45.618470,24,9,0
-8.792710,-7.516263,-49.459127,-48.476973,5,9,0
-47.676732,-60.581204,-23.694142,-24.435353,16,2,0
-92.033008,-86.359312,-13.911808,-13.768745,27,0,0
-15.233250,-20.498309,-15.166314,-14.404617,7,4,0
-45.920119,-75.387575,-32.062974,-30.134296,28,3,0
-48.460704,-39.093154,-32.612059,-32.292152,29,6,0
-51.407737,-36.609641,-30.065714,-26.404765,25,3,0
-35.587799,-12.385030,-26.306527,-25.997298,7,8,0
-40.925927,-22.802219,-15.119638,-14.579465,18,3,0
-26.240028,-15.141772,-21.957599,-22.344465,11,5,0
-100.205174,-66.403275,-47.529875,-48.629587,51,12,0
-27.586228,-15.676686,-10.946742,-10.080059,14,3,0
-98.440147,-49.480380,-22.348000,-21.889064,41,2,0
-34.828068,-23.583942,-53.884873,-50.249997,19,10,0
-39.817417,-23.580732,-13.825985,-13.600502,22,1,0
-43.869107,-43.225141,-25.087375,-24.465756,32,5,0
-61.583283,-25.168775,-35.165219,-35.070838,22,3,0
-13.959642,-22.342585,-29.760268,-28.000824,8,3,0
-32.450270,-22.412466,-11.439256,-11.064787,16,1,0
-40.309241,-64.294683,-30.431563,-30.279905,21,2,0
-57.621449,-32.467417,-36.338716,-37.406294,31,5,0
-112.033302,-56.434061,-15.525135,-15.118839,46,2,0
-51.989819,-27.658721,-9.996407,-9.446780,25,1,0
-53.822559,-20.833394,-42.662272,-41.941467,17,6,0
-69.720630,-61.140660,-11.968542,-12.171089,39,2,0
-119.019486,-51.839433,-21.161212,-19.244657,49,2,0
-110.007709,-62.050823,-22.253412,-21.833580,55,4,0
-66.309349,-41.128063,-25.855000,-23.385425,33,0,0
-74.174327,-27.222329,-9.315603,-9.807851,24,1,0
-100.139206,-37.104374,-27.573530,-27.828536,29,1,0
-80.390070,-83.964933,-14.294053,-12.878882,27,3,0
-53.368256,-29.514848,-10.405407,-10.214717,26,2,0
-83.465818,-47.799237,-13.397323,-14.150082,40,1,0
-16.604071,-8.927914,-23.666595,-22.764828,6,4,0
-24.508458,-11.101254,-13.395346,-13.533613,9,1,0
-138.001249,-98.370553,-33.577346,-34.153743,76,7,0
-22.232291,-9.715850,-83.181005,-81.877512,5,12,0
-64.611886,-32.670189,-8.977189,-8.440219,25,1,0
-48.377772,-88.481825,-19.577250,-18.690780,35,3,0
-24.654995,-15.055546,-43.664960,-44.123396,9,11,0
-97.655188,-104.895302,-74.868893,-74.754305,43,15,0
-23.872552,-25.907813,-31.629650,-32.082591,19,6,0
-138.644250,-58.273811,-21.607487,-20.574600,41,4,0
-45.899845,-22.554195,-40.389269,-40.071688,18,6,0
-96.416308,-47.894444,-36.560669,-34.110497,41,7,0
-37.443012,-25.472502,-10.113793,-10.886189,21,3,0
-82.921105,-106.696896,-12.198173,-10.477387,44,0,0
-32.767174,-18.689659,-29.719995,-28.048066,14,1,0
-74.243838,-104.519386,-18.358661,-17.038583,30,3,0
-66.012983,-42.513996,-32.802503,-33.371355,38,6,0
-33.549728,-27.487150,-13.596425,-13.512934,26,4,0
-25.878577,-10.797301,-15.725708,-15.715633,8,4,0
-111.489557,-124.643230,-76.896852,-75.208238,47,12,0
-75.032439,-48.811072,-6.070705,-5.633964,41,0,0
-47.915412,-21.589953,-47.302466,-49.731880,18,6,0
-56.634335,-22.381244,-25.680276,-22.310311,19,2,0
-55.285792,-26.242187,-41.268421,-40.645013,18,5,0
-22.760752,-12.654009,-17.552105,-16.952674,9,1,0
-22.367880,-17.085725,-11.194994,-11.892308,13,2,0
-68.104612,-31.551255,-11.310414,-10.475262,20,0,0
-30.284483,-27.873449,-30.796776,-28.647847,24,4,0
-24.325854,-17.320149,-17.326238,-17.256579,12,3,0
-51.369878,-45.391990,-15.128166,-15.027962,36,1,0
-71.585857,-46.836290,-13.023028,-12.148957,34,0,0
-61.865109,-55.479765,-11.441920,-10.526555,43,1,0
-21.866722,-10.327079,-12.264150,-11.402068,7,1,0
-90.538462,-31.305606,-12.477059,-12.875061,29,1,0
-16.955482,-8.788030,-35.773354,-33.531908,8,2,0
-10.024389,-5.621286,-11.412285,-10.831475,4,0,0
-125.810383,-52.840658,-29.407996,-28.270134,41,1,0
-115.415016,-64.344822,-46.574863,-46.453938,47,10,0
-37.886452,-29.865340,-22.375807,-23.289402,25,3,0
-15.579109,-8.409605,-21.705233,-22.353999,6,4,0
-23.847591,-10.358698,-43.772210,-43.565701,9,5,0
-23.178031,-12.770479,-29.897439,-29.434332,9,4,0
-75.999803,-40.856015,-21.675528,-21.076698,35,4,0
-38.932061,-31.776405,-5.272643,-5.432679,28,1,0
-101.188737,-71.042286,-12.401548,-12.301936,56,3,0
-58.314405,-76.289271,-24.245436,-24.748164,25,3,0
-128.728400,-44.499477,-18.306170,-18.051084,37,0,0
-22.757463,-7.774332,-16.207957,-16.867311,6,1,0
-94.397263,-50.952206,-11.371793,-11.262684,50,2,0
-16.059090,-5.024871,-31.593550,-32.011388,5,6,0
-41.813745,-49.165195,-12.971854,-12.271738,17,3,0
-56.442452,-38.486186,-35.814571,-37.446803,30,7,0
-35.149450,-23.684106,-23.468122,-23.830403,18,2,0
-14.204998,-11.530827,-7.843440,-7.201794,10,1,0
-54.298592,-25.888987,-36.099051,-36.016935,19,7,0
-43.778755,-32.860427,-36.480277,-36.283520,27,12,0
-42.905750,-48.098630,-11.217377,-11.367495,20,0,0
-80.875192,-81.522000,-35.531625,-34.480951,34,3,0
-51.927558,-17.604727,-17.622917,-16.735773,15,3,0
-41.330432,-29.013867,-46.618598,-47.270838,26,12,0
-82.471939,-88.635328,-52.073537,-54.371040,30,5,0
-17.011523,-6.701251,-14.976319,-14.735541,5,2,0
-25.748959,-21.731346,-21.179113,-21.266852,14,1,0
-42.691996,-33.481990,-6.673870,-6.409352,29,0,0
-23.263057,-14.391803,-9.843554,-9.236091,7,2,0
-50.665141,-44.333369,-5.757330,-5.631391,27,0,0
-34.888461,-25.938027,-40.111857,-39.883384,22,5,0
-20.154697,-19.205254,-48.021536,-47.241944,7,4,0
-115.890476,-80.365975,-28.417617,-28.079796,68,4,0
-24.884838,-13.909657,-12.900570,-12.993564,13,0,0
-41.787352,-25.092636,-17.494753,-18.088137,22,1,0
-25.902696,-25.624012,-7.789438,-8.493617,16,0,0
-14.521760,-15.384437,-16.219513,-16.249905,13,3,0
-26.201821,-18.860817,-53.424240,-53.401283,17,6,0
-27.804710,-10.797107,-13.217632,-12.305965,7,1,0
-60.848909,-23.543335,-14.987577,-14.836671,17,2,0
-36.982233,-33.373777,-15.553585,-15.299590,24,2,0
-67.555777,-35.872688,-39.547280,-36.994498,33,6,0
-18.556051,-15.536028,-35.325772,-34.011712,11,5,0
-23.073683,-24.261068,-16.526860,-16.722545,7,3,0
-84.262701,-39.630155,-20.061210,-19.998846,32,6,0
-41.213240,-43.969772,-13.238701,-12.252037,18,1,0
-48.912521,-99.340163,-37.247273,-35.905864,32,4,0
-34.555314,-20.627037,-18.478147,-19.362715,15,1,0
-39.719076,-29.718094,-54.053923,-52.897498,25,9,0
-36.768413,-24.426168,-35.139162,-34.380584,21,5,0
-47.227933,-28.723149,-6.172942,-6.201151,20,0,0
-59.710793,-48.982183,-19.863450,-20.309269,40,6,0
-55.222365,-26.223497,-22.185643,-22.416198,19,6,0
-41.465270,-14.484039,-45.972803,-45.051914,10,6,0
-13.511876,-8.307618,-16.750451,-17.195826,6,3,0
-42.472397,-42.318575,-22.690357,-22.596946,14,5,0
-47.253564,-33.315542,-20.396205,-21.178966,27,7,0
-22.274309,-10.421566,-7.559418,-7.116979,7,2,0
-111.291314,-38.518870,-48.611569,-47.698512,36,6,0
-44.329772,-36.028653,-21.790523,-21.340725,29,0,0
-50.202831,-25.322764,-39.510170,-36.106422,20,8,0
-6.592086,-5.646664,-10.430761,-9.488085,5,3,0
-51.631169,-29.142036,-24.357857,-23.569994,23,4,0
-53.041279,-36.680093,-10.019667,-10.075646,27,0,0
-82.646852,-43.187809,-5.008168,-5.088354,34,1,0
-50.489043,-59.269351,-48.125510,-47.193278,18,9,0
-28.984438,-22.274875,-36.061898,-36.817229,16,2,0
-161.331273,-123.160177,-14.698074,-14.497502,55,1,0
-14.103790,-15.450613,-46.394735,-44.922573,8,3,0
-20.257254,-11.184442,-18.671229,-15.800642,11,0,0
-57.228970,-98.389746,-19.502783,-19.327210,29,3,0
-24.776276,-11.508956,-40.010183,-37.229058,10,1,0
-30.339564,-23.379783,-16.435021,-16.238919,21,2,0
-55.074683,-66.447290,-18.476145,-18.454909,24,3,0
-38.539233,-24.734588,-16.809877,-16.711921,15,4,0
-20.968250,-12.295560,-34.750132,-33.728146,9,7,0
-120.990534,-55.987255,-47.800689,-46.235161,40,11,0
-27.603323,-14.236719,-17.540592,-17.818098,9,2,0
-13.295068,-10.016072,-15.765477,-15.473153,3,4,0
-60.691960,-27.632232,-10.525354,-11.004696,23,0,0
-57.753649,-26.101533,-13.102416,-13.295019,27,0,0
-28.484849,-19.736445,-33.718014,-33.627886,17,6,0
-46.547303,-35.928958,-24.317997,-25.228570,27,3,0
-33.490257,-21.913387,-6.441735,-5.819299,19,1,0
-55.170280,-69.763868,-36.487869,-35.277076,26,9,0
-26.760196,-10.114165,-3.473352,-3.457902,8,1,0
-52.363847,-31.908081,-32.687643,-32.938341,27,5,0
-29.905803,-15.861813,-40.319756,-39.415380,14,5,0
-38.033776,-28.430840,-42.382630,-38.914826,24,6,0
-57.473188,-80.969625,-53.984616,-53.840021,35,13,0
-25.396452,-15.448100,-9.347967,-8.910010,8,0,0
-67.814031,-52.909826,-16.217843,-15.225191,43,1,0
-21.212633,-11.264382,-5.246455,-5.322966,9,0,0
-56.304850,-31.512152,-63.080156,-60.532944,26,14,0
-48.602923,-81.100821,-9.669607,-9.844500,32,2,0
-17.676934,-15.569561,-62.664230,-61.588817,13,16,0
-52.591825,-35.557011,-17.729716,-16.345429,23,4,0
-30.998274,-27.195249,-36.243707,-33.917457,24,2,0
-10.319219,-11.890323,-27.792352,-27.885028,10,4,0
-23.290718,-17.245940,-20.791493,-21.328701,16,3,0
-40.435113,-34.227165,-29.343029,-29.984211,30,7,0
-56.956439,-36.574073,-38.146334,-40.024240,34,4,0
-29.415725,-17.934728,-6.157752,-6.445013,10,1,0
-48.201950,-41.093015,-10.075618,-9.543661,40,1,0
-49.785300,-21.360722,-20.801315,-20.325497,16,4,0
-25.624548,-20.214269,-26.371105,-26.343030,17,6,0
-30.669088,-18.095442,-10.147451,-10.014675,12,2,0
-32.003671,-22.110702,-15.542494,-13.370363,17,0,0
-36.699229,-37.918320,-22.266098,-19.361686,17,1,0
-41.997919,-19.474817,-82.518850,-81.967403,15,7,0
-18.911535,-12.653961,-41.207671,-40.131138,3,9,0
-26.080466,-6.813704,-38.116779,-37.719521,6,4,0
-76.398763,-44.930276,-29.156942,-27.211964,40,4,0
-16.414821,-13.816415,-27.460675,-27.588191,11,5,0
-98.616056,-42.769620,-3.534647,-3.154039,37,0,0
-87.532817,-180.721541,-22.450739,-22.895083,45,3,0
-100.612223,-47.283893,-24.441378,-22.856837,40,3,0
-38.503524,-32.350471,-17.640399,-17.201589,23,2,0
-42.964934,-20.070362,-24.666840,-23.635464,15,2,0
-49.917605,-20.311911,-50.843448,-49.825141,17,7,0
-44.274900,-41.766866,-9.706017,-10.255570,30,1,0
-85.381970,-121.455582,-14.702643,-13.527431,49,0,0
-145.986635,-56.294248,-21.265968,-20.441354,50,2,0
-43.774981,-13.405194,-9.391014,-8.885548,14,1,0
-9.533404,-9.691331,-12.856209,-12.591782,7,3,0
-67.593837,-30.565247,-36.533313,-36.398124,22,3,0
-68.626731,-26.520039,-25.112848,-25.172735,21,3,0
-18.399992,-10.683066,-45.564693,-45.682544,8,10,0
-47.515306,-36.369018,-19.608960,-20.523113,28,3,0
-17.735641,-28.656489,-10.295899,-10.275201,5,1,0
-49.939289,-44.157550,-14.414906,-15.577702,36,2,0
-57.495104,-33.612403,-5.581549,-5.574802,31,0,0
-43.457574,-31.277012,-62.983018,-53.197705,26,5,0
-20.691166,-11.615765,-21.353403,-21.834104,8,1,0
-51.604041,-29.235281,-48.623129,-48.185220,23,9,0
-21.995564,-13.875229,-57.849544,-56.649715,8,10,0
-37.789211,-40.059423,-8.644009,-8.124395,19,2,0
-39.959395,-20.837918,-25.506796,-24.471408,21,4,0
-42.285836,-20.321957,-5.435528,-5.136403,13,1,0
-60.529869,-35.854724,-10.211970,-9.776895,31,1,0
-99.621210,-40.563787,-38.106164,-37.213809,32,4,0
-54.731967,-50.355379,-10.537835,-10.221038,20,1,0
-21.870525,-13.943785,-12.079486,-12.406910,10,1,0
-40.894066,-27.346210,-18.060059,-18.298407,19,3,0
-37.603535,-21.638611,-45.337013,-44.412702,17,10,0
-63.207205,-29.133350,-93.606237,-87.857071,18,16,0
-9.565482,-11.804691,-22.041117,-22.423238,5,4,0
-47.337460,-53.806678,-27.912882,-28.120714,21,7,0
-54.895781,-75.949544,-6.219973,-5.768052,32,1,0
-22.420396,-14.617575,-11.977575,-11.329522,11,0,0
-50.261700,-17.259467,-24.966552,-23.453496,11,4,0
-52.436769,-24.791964,-38.844240,-38.227079,19,6,0
-33.064975,-26.448529,-25.022255,-25.935091,24,4,0
-14.102333,-7.419582,-41.061129,-41.764863,4,5,0
-41.811242,-25.991653,-8.165365,-8.184138,23,0,0
-52.546576,-31.102935,-13.846921,-13.006119,19,2,0
-33.222098,-44.513833,-16.377014,-16.753611,17,2,0
-42.558854,-30.912609,-23.103929,-21.497268,25,2,0
-12.760926,-10.400606,-35.146522,-35.864872,7,8,0
-55.093090,-31.485436,-13.280072,-13.231691,27,2,0
-108.505388,-47.678580,-6.682191,-6.516845,40,3,0
-33.810551,-17.269616,-50.557683,-50.232848,12,4,0
-36.453265,-49.125810,-32.040824,-31.059149,14,2,0
-14.607510,-14.432953,-11.423872,-10.414126,12,0,0
-50.796108,-43.127474,-16.608522,-17.408637,34,4,0
-27.070592,-8.635437,-17.236438,-17.375606,6,2,0
-77.546037,-38.036112,-32.428219,-33.483764,28,1,0
-20.915647,-19.231495,-41.620332,-40.885388,10,8,0
-9.343930,-12.844497,-22.012007,-21.535453,5,3,0
-140.533029,-55.064742,-10.691486,-7.353865,40,0,0
-23.983630,-21.150993,-26.327963,-26.566487,18,4,0
-15.319397,-11.634697,-24.240217,-23.627516,6,2,0
-43.776654,-15.284337,-7.606989,-7.675441,11,1,0
-14.839069,-10.890639,-14.984422,-15.110450,9,3,0
-51.658940,-34.249727,-19.307347,-19.094915,26,2,0
-48.325183,-19.874878,-31.430230,-30.098720,19,5,0
-58.103443,-30.862435,-11.062702,-9.345085,22,0,0
-41.464693,-28.540144,-51.198893,-51.295106,21,9,0
-21.521980,-17.823685,-17.379152,-16.703983,16,3,0
-90.801157,-51.470439,-3.013890,-3.404616,44,0,0
-64.395292,-36.984101,-42.416817,-42.687963,25,7,0
-76.429250,-30.012401,-30.143228,-29.520876,22,6,0
-26.123235,-16.352978,-26.747946,-28.029161,8,4,0
-15.904241,-8.083468,-3.531325,-3.524290,5,0,0
-44.445373,-41.392093,-8.946829,-8.699245,17,2,0
-48.436833,-20.296211,-7.281802,-6.702241,16,1,0
-70.413788,-54.614098,-11.735154,-11.559986,46,1,0
-73.142718,-46.381050,-9.224567,-8.894645,36,0,0
-37.855833,-19.899005,-15.802629,-15.513352,17,1,0
-36.530125,-31.304288,-38.400719,-38.535596,24,4,0
-50.751379,-45.025355,-30.482594,-31.062562,36,6,0
-177.050806,-64.444737,-21.844861,-21.737290,54,5,0
-47.235357,-22.337072,-18.337010,-16.914359,20,1,0
-18.912968,-10.324291,-46.288835,-45.981772,4,11,0
-44.845009,-41.996694,-22.311146,-20.982485,35,0,0
-32.130270,-19.160518,-5.553489,-5.748758,16,1,0
-27.179715,-12.238842,-23.709130,-22.190976,10,4,0
-39.325877,-26.148624,-43.992133,-41.365778,18,8,0
-32.628028,-39.727614,-44.705978,-46.288230,14,6,0
-40.327139,-24.743245,-33.687458,-34.929098,22,8,0
-18.138978,-16.787809,-16.688259,-15.851042,13,2,0
-51.740350,-24.394119,-18.328338,-17.851583,17,4,0
-21.852948,-14.607608,-15.013117,-14.634023,13,4,0
-56.413680,-59.901121,-10.151255,-10.458603,20,3,0
-23.268021,-15.797325,-12.140392,-11.992421,16,3,0
-48.706254,-64.331849,-23.305257,-23.082601,20,4,0
-61.830827,-31.746628,-36.272124,-36.173321,23,5,0
-19.401096,-9.289751,-17.711105,-16.851542,8,2,0
-45.684057,-36.307660,-17.557737,-18.052200,33,6,0
-60.849696,-23.730567,-11.317524,-11.357572,20,2,0
-45.902022,-25.422338,-55.487906,-52.150251,20,6,0
-53.653854,-28.443092,-18.258392,-19.477528,22,4,0
-38.584900,-19.736641,-6.986199,-6.562129,13,0,0
-17.563928,-6.663527,-14.731002,-15.724476,8,0,0
-55.832594,-34.890947,-29.243854,-27.125950,26,4,0
-14.541866,-9.322883,-46.123238,-43.660130,6,3,0
-39.074767,-50.527028,-8.811562,-8.443072,20,3,0
-16.492564,-9.640018,-18.062122,-17.210855,6,2,0
-44.516028,-39.568922,-25.432134,-25.179740,26,8,0
-36.247532,-21.538934,-54.715503,-55.065903,18,13,0
-12.364321,-12.165330,-20.477864,-20.850161,8,3,0
-21.841136,-16.139766,-33.765831,-34.413917,12,4,0
-18.471001,-12.015182,-62.108783,-59.698214,7,9,0
-22.410783,-9.621817,-13.949244,-14.240988,6,1,0
-18.986173,-17.182104,-28.493373,-27.953771,8,6,0
-50.995154,-48.618586,-6.063841,-6.029270,21,0,0
-20.857075,-10.900666,-38.819582,-38.325707,9,8,0
-69.795301,-30.467574,-5.819000,-5.622572,29,1,0
-48.057385,-19.423264,-38.452280,-38.114851,16,10,0
-9.851408,-7.218682,-15.342704,-15.627776,6,3,0
-27.783308,-22.782929,-17.347710,-17.228385,11,3,0
-116.694110,-96.606169,-4.790067,-4.411033,33,1,0
-44.912150,-33.223823,-10.868061,-13.701272,27,1,0
-114.736232,-42.443361,-29.106358,-28.879243,44,6,0
-79.730342,-49.548597,-33.431113,-33.658372,37,7,0
-20.575224,-16.544052,-6.090396,-6.072761,15,1,0
-51.733691,-22.880372,-64.036577,-62.475548,21,11,0
-51.284418,-67.499150,-17.154521,-17.146887,24,3,0
-33.023609,-18.590217,-30.435823,-28.521897,15,5,0
-27.432385,-22.384894,-40.364672,-40.584806,20,5,0
-166.437234,-63.145119,-26.063351,-25.178564,55,1,0
-37.759609,-56.428119,-47.891715,-45.497371,24,5,0
-80.275974,-48.474696,-46.635846,-45.422093,39,6,0
-45.323464,-46.419917,-36.185039,-38.140806,15,5,0
-19.436090,-11.864853,-41.925940,-42.372854,9,8,0
-14.996669,-11.177240,-23.433179,-23.314392,9,3,0
-60.536466,-29.463308,-12.937842,-12.201144,24,2,0
-98.128466,-40.401869,-4.083028,-4.230757,30,1,0
-29.955545,-14.712054,-5.279843,-5.305537,7,1,0
-30.646370,-14.969643,-31.479706,-31.069061,10,8,0
-9.399030,-6.502842,-24.959301,-24.138930,4,4,0
-46.467562,-14.547504,-23.837664,-22.805335,12,4,0
-15.504594,-11.556115,-9.669701,-9.280140,7,2,0
-21.970125,-28.973734,-34.464146,-34.046339,10,4,0
-55.045440,-41.330181,-8.189102,-8.119317,37,2,0
-72.257251,-50.286645,-33.524163,-31.716133,39,7,0
-21.258343,-10.428717,-25.026609,-24.514668,9,3,0
-34.082650,-24.343848,-18.779957,-19.179956,17,2,0
-38.295057,-53.531621,-6.478808,-7.255095,17,0,0
-102.680798,-66.220663,-51.863998,-52.532345,56,9,0
-48.664268,-26.434444,-28.254943,-26.216759,17,5,0
-51.995061,-29.652395,-7.885944,-8.028852,22,0,0
-18.819662,-14.992035,-13.438047,-12.806432,11,1,0
-31.899466,-16.437095,-19.006622,-18.936863,11,1,0
-156.307222,-75.915136,-6.297531,-5.173647,60,0,0
-23.205386,-17.835431,-8.801640,-8.677517,10,2,0
-51.500162,-36.400160,-10.739467,-9.092129,25,0,0
-96.427069,-85.339296,-21.222559,-20.130461,30,3,0
-8.502992,-5.989510,-44.446775,-45.050291,5,11,0
-34.415539,-18.011682,-12.650943,-11.620422,17,2,0
-16.270908,-18.058086,-12.701318,-11.813496,6,2,0
-49.998884,-64.088538,-23.395754,-23.585284,28,5,0
-57.303769,-29.438366,-45.430333,-45.789988,22,9,0
-27.695660,-10.177955,-28.033410,-27.130571,8,6,0
-16.034802,-9.063500,-9.586208,-9.983321,5,2,0
-41.840977,-45.865226,-33.190308,-32.756913,17,7,0
-14.149983,-13.323249,-29.640242,-28.563023,6,4,0
-22.949411,-16.982399,-27.445662,-27.803600,10,5,0
-42.953992,-23.063419,-16.153529,-16.066103,19,3,0
-29.910106,-34.263821,-31.821471,-28.690525,16,6,0
-20.439710,-29.320412,-19.970297,-18.964442,9,1,0
-22.423706,-13.417675,-20.009339,-21.314723,7,2,0
-32.852445,-21.505646,-23.128360,-22.985661,17,5,0
-109.071917,-59.304151,-15.193197,-14.398243,46,2,0
-22.313059,-29.187199,-30.870203,-30.796324,12,3,0
-48.065334,-25.785833,-39.610605,-40.633921,22,6,0
-13.190212,-8.514018,-47.110630,-45.541759,4,10,0
-16.811410,-9.000099,-22.670758,-22.903824,6,5,0
-55.181744,-46.127045,-6.884247,-6.004948,35,0,0
-13.460584,-6.695457,-27.465019,-27.230867,4,7,0
-46.063855,-25.895806,-16.013235,-15.922943,22,3,0
-33.100617,-18.211274,-27.441730,-27.813366,13,10,0
-25.172326,-17.190291,-52.891989,-51.904752,12,7,0
-21.925951,-18.273451,-39.750749,-39.883143,8,14,0
-13.980156,-8.508920,-22.272502,-22.082419,8,4,0
-42.519493,-81.801937,-9.722557,-9.373021,27,3,0
-84.140580,-39.832096,-8.172109,-8.243525,24,1,0
-61.819048,-93.838576,-25.031018,-25.691443,30,5,0
-32.123413,-22.632384,-10.003031,-10.470965,20,2,0
-15.684846,-9.827438,-25.011385,-25.924905,6,2,0
-74.507582,-59.029682,-6.630235,-6.154598,54,0,0
-94.980079,-59.467555,-12.181414,-11.278054,46,1,0
-51.023234,-23.597984,-13.641287,-13.251011,17,3,0
-41.439205,-21.063598,-11.033958,-10.231006,14,1,0
-28.925411,-13.506032,-54.618149,-55.470716,10,14,0
-34.726021,-20.432318,-14.164672,-14.148652,17,2,0
-23.014254,-8.756369,-35.378924,-34.082113,6,2,0
-34.269053,-76.126096,-53.509139,-54.346531,23,12,0
-65.183800,-27.413868,-26.022191,-26.353169,23,11,0
-212.855643,-86.988736,-35.089905,-38.181310,67,5,0
-35.312383,-31.282111,-15.687787,-15.346940,20,1,0
-27.185930,-12.641920,-20.707559,-20.834189,9,4,0
-32.035338,-31.299226,-6.927276,-7.408829,12,1,0
-19.349176,-14.698595,-30.828695,-28.600620,10,2,0
-79.711028,-42.379814,-37.072254,-35.190199,30,6,0
-113.908470,-47.246882,-23.850427,-22.558238,36,3,0
-33.491537,-25.770920,-13.948166,-13.537164,20,4,0
-90.661905,-68.540339,-16.429978,-15.847154,54,2,0
-116.319425,-52.733808,-31.498948,-30.938422,45,4,0
-20.419893,-18.903511,-14.233111,-14.181734,5,2,0
