f_wh, f_wmt, f_posh, f_posmt, class
 -232.365932, -228.449939, -24.094286, -24.426458,0
 -20.747769, -35.855270, -77.692733, -81.375162,0
 -22.145790, -27.710581, -16.876581, -17.399109,0
 -28.348481, -50.516294, -18.690813, -19.489472,0
 -19.307410, -28.533087, -9.386451, -10.366511,0
 -15.289778, -26.352535, -50.170378, -52.075915,0
 -79.330413, -74.033170, -25.614920, -27.231327,0
 -30.763450, -75.660405, -8.565411, -8.630078,0
 -27.590255, -34.983754, -4.046237, -3.962196,0
 -39.085757, -67.492789, -7.141707, -6.673997,0
 -61.655480, -79.485906, -22.163056, -20.688525,0
 -37.827928, -84.722050, -18.356506, -22.425817,0
 -30.137583, -27.284397, -28.400052, -29.033467,0
 -25.140008, -46.640543, -8.265126, -7.651587,0
 -25.281332, -34.686278, -41.995924, -44.606894,0
 -27.210699, -21.680600, -31.333134, -31.975347,0
 -28.226226, -41.787669, -11.150507, -11.742368,0
 -45.125838, -68.886796, -54.373077, -56.266340,0
 -73.904517, -36.010318, -55.327808, -58.604958,0
 -90.935241, -41.244560, -44.727884, -43.320863,0
 -16.493749, -19.071061, -84.299082, -88.114322,0
 -52.301015, -73.060433, -47.138224, -46.675212,0
 -140.263989, -84.291938, -45.151444, -45.574852,0
 -15.937999, -28.371696, -11.662206, -11.709682,0
 -53.439472, -88.014612, -12.549739, -13.477846,0
 -28.619078, -40.342459, -24.978989, -25.108079,0
 -11.106237, -8.433866, -25.028406, -24.678833,0
 -14.874126, -24.079201, -21.646282, -21.162195,0
 -44.851341, -46.575600, -21.004974, -21.314250,0
 -74.752803, -170.845347, -31.043384, -31.568003,0
 -28.848775, -65.792817, -10.097174, -10.875959,0
 -45.671399, -50.436903, -10.201381, -11.001504,0
 -9.014545, -14.348537, -15.111271, -17.341947,0
 -27.162133, -60.364423, -15.273047, -14.898171,0
 -14.333114, -16.531417, -6.381575, -7.103843,0
 -56.627912, -53.594045, -40.361468, -39.441025,0
 -26.562614, -55.710552, -22.934636, -23.499199,0
 -12.934410, -20.756479, -19.611554, -19.472029,0
 -101.785257, -96.929315, -11.300144, -12.358717,0
 -18.340046, -32.741783, -5.784277, -6.356993,0
 -15.460367, -23.347000, -12.628296, -11.550675,0
 -9.105358, -17.053096, -9.289710, -10.550332,0
 -43.248329, -52.629777, -14.538050, -17.102693,0
 -32.334664, -19.870232, -8.188648, -8.096139,0
 -20.574247, -19.590887, -21.328745, -22.341986,0
 -28.527316, -27.048550, -28.642673, -28.694314,0
 -111.316110, -75.896628, -11.362866, -11.334691,0
 -22.758259, -38.903162, -38.854290, -39.772086,0
 -32.220036, -68.956051, -20.504069, -20.688575,0
 -43.759256, -100.437299, -27.055831, -28.714823,0
 -21.481074, -25.094366, -12.041881, -12.463677,0
 -61.750217, -160.693091, -16.773637, -17.561766,0
 -19.522354, -23.610457, -24.790538, -24.085653,0
 -27.240512, -22.496360, -8.524608, -8.617674,0
 -71.997403, -173.909562, -14.370396, -15.015030,0
 -40.853866, -41.454726, -25.182444, -26.475254,0
 -22.556527, -37.209902, -21.104802, -19.984510,0
 -42.198504, -46.228618, -32.196009, -34.044861,0
 -8.886941, -14.549480, -26.012748, -25.982841,0
 -30.623907, -42.375192, -13.849508, -14.576740,0
 -71.127084, -54.412357, -11.259050, -11.138875,0
 -27.663133, -43.933934, -29.033802, -30.789202,0
 -13.154997, -17.741460, -7.416028, -7.566950,0
 -15.364467, -26.010214, -26.947112, -28.129583,0
 -29.532544, -32.290184, -38.596876, -41.214378,0
 -40.292481, -90.529812, -25.966145, -26.323021,0
 -25.022087, -41.371575, -9.347621, -9.492309,0
 -11.571013, -29.535665, -13.624183, -14.837795,0
 -95.868661, -65.103990, -15.236725, -15.041238,0
 -22.091307, -61.873680, -14.213523, -14.159796,0
 -34.452351, -51.516664, -28.762166, -29.678741,0
 -31.018200, -55.727449, -16.532439, -17.401352,0
 -17.787284, -18.548260, -16.816196, -16.793339,0
 -8.735273, -12.274878, -32.443955, -32.501987,0
 -46.476749, -90.243105, -4.297787, -4.493486,0
 -120.085930, -52.851995, -23.920482, -24.495792,0
 -61.214839, -41.202698, -33.385663, -38.132722,0
 -22.677945, -48.453516, -53.591807, -55.568270,0
 -47.143448, -78.321751, -79.655960, -84.880838,0
 -43.175949, -55.039065, -22.325594, -23.519528,0
 -8.723490, -35.968937, -29.207028, -33.840765,0
 -14.338500, -20.607301, -8.530065, -8.794806,0
 -39.901038, -16.710042, -31.670344, -30.725253,0
 -42.282166, -30.714411, -26.544196, -27.064062,0
 -36.995199, -66.007301, -31.271134, -32.070714,0
 -30.896504, -26.420322, -46.031717, -46.821774,0
 -15.579700, -11.275161, -30.539499, -30.347397,0
 -42.136686, -37.616313, -29.272296, -29.879152,0
 -7.645644, -9.216677, -47.095149, -50.322510,0
 -15.825219, -34.658009, -9.796292, -9.434911,0
 -39.194514, -64.279701, -31.245788, -32.541652,0
 -20.742124, -37.420471, -19.511447, -21.307493,0
 -34.920134, -46.733587, -34.163232, -35.432670,0
 -40.748907, -63.262239, -18.286261, -18.296225,0
 -76.225434, -151.512303, -3.684065, -3.684187,0
 -42.623185, -92.406583, -14.738627, -15.962478,0
 -41.314297, -67.259760, -27.895807, -30.623010,0
 -16.735351, -32.135828, -21.100325, -21.537584,0
 -12.633505, -19.955177, -15.658413, -16.016624,0
 -24.610540, -20.960118, -24.659499, -24.676385,0
 -21.443156, -55.716667, -41.873212, -46.105613,0
 -10.456788, -13.820745, -23.491772, -23.786736,0
 -16.116625, -25.719185, -16.511986, -15.751086,0
 -18.836381, -33.885375, -23.293457, -23.298304,0
 -17.673745, -27.358849, -16.203828, -17.134273,0
 -16.043157, -29.188029, -18.258211, -20.551222,0
 -22.617199, -43.943992, -35.369076, -37.153044,0
 -64.650888, -78.571073, -32.648023, -31.262201,0
 -48.838228, -109.831351, -19.225016, -19.830331,0
 -55.438333, -102.659895, -27.548549, -30.433639,0
 -8.310464, -11.873636, -26.473137, -27.055205,0
 -18.485605, -43.376802, -11.287055, -11.549000,0
 -17.048227, -33.762744, -16.377957, -18.090762,0
 -14.103034, -29.900816, -8.470143, -9.661481,0
 -38.303600, -51.370214, -23.726913, -25.762343,0
 -25.343990, -55.160470, -13.734793, -13.620525,0
 -9.466564, -24.200680, -39.401804, -38.589545,0
 -34.373365, -42.901688, -11.438009, -11.951594,0
 -21.722302, -32.827787, -10.730058, -10.755033,0
 -14.414001, -20.053892, -6.961068, -6.926383,0
 -11.982046, -20.690045, -13.100923, -13.256746,0
 -44.713424, -57.078371, -35.473707, -36.740254,0
 -24.844243, -33.042507, -9.298319, -13.367344,0
 -14.863014, -29.361407, -23.483148, -23.655831,0
 -26.258492, -35.116441, -53.467102, -53.043047,0
 -57.930140, -110.192043, -64.113899, -67.238198,0
 -53.580973, -32.874688, -11.469678, -12.471142,0
 -34.560772, -49.548000, -30.265580, -35.426907,0
 -43.224793, -61.600479, -15.047059, -14.968046,0
 -38.636940, -85.030590, -20.059342, -20.694371,0
 -36.002383, -57.595857, -12.884620, -14.427752,0
 -49.320187, -76.698834, -6.016479, -5.849855,0
 -28.256476, -34.036130, -6.841078, -7.247205,0
 -29.003752, -29.881334, -22.624386, -23.253884,0
 -51.698365, -95.092083, -41.503487, -40.218708,0
 -40.735391, -32.636354, -30.203328, -31.220884,0
 -48.426451, -62.603554, -4.532901, -4.530548,0
 -33.702842, -49.793906, -7.211925, -7.076259,0
 -17.943322, -34.472918, -27.756908, -28.327848,0
 -11.954303, -28.929098, -11.060060, -10.676578,0
 -60.105091, -100.530725, -14.586482, -14.966800,0
 -63.198467, -130.356466, -11.531685, -11.824102,0
 -8.846503, -18.094230, -29.582011, -31.140953,0
 -48.975593, -41.024994, -36.129288, -36.250137,0
 -60.443955, -135.443391, -15.764540, -15.225742,0
 -11.255704, -10.804973, -12.288312, -12.955683,0
 -22.994379, -39.805860, -14.913136, -15.916535,0
 -42.139757, -69.513563, -47.174412, -48.437891,0
 -24.659084, -37.454556, -22.415898, -22.867820,0
 -19.864271, -33.547599, -13.687204, -14.100840,0
 -21.334707, -24.609413, -14.943129, -14.250585,0
 -45.898160, -46.682264, -29.842597, -31.060461,0
 -43.792716, -52.869685, -19.991279, -21.843123,0
 -9.390521, -15.490441, -26.179703, -27.242028,0
 -20.762580, -23.729636, -4.704690, -5.248287,0
 -18.882749, -40.826021, -25.400232, -28.189722,0
 -71.373580, -84.995957, -8.689138, -8.430826,0
 -42.754761, -42.535173, -35.345445, -36.673131,0
 -49.883507, -108.670349, -28.390433, -28.377490,0
 -39.703218, -76.071325, -34.632111, -35.528514,0
 -97.209729, -60.457713, -22.201787, -22.139423,0
 -30.673509, -36.352683, -25.875496, -25.650206,0
 -44.033029, -23.839795, -7.556553, -9.669870,0
 -32.406757, -72.378352, -15.722406, -16.204088,0
 -175.071504, -126.174705, -20.339673, -20.533557,0
 -40.582603, -88.086356, -18.649568, -22.476328,0
 -14.867233, -16.525793, -18.233169, -18.937654,0
 -19.862264, -20.377235, -22.991377, -23.001939,0
 -8.485271, -15.399289, -14.616266, -15.281050,0
 -11.102782, -10.835386, -9.528572, -9.344729,0
 -30.926602, -23.536678, -21.382323, -21.462344,0
 -17.319541, -29.611922, -18.115167, -19.470373,0
 -19.176094, -34.577028, -33.926555, -33.314355,0
 -44.441507, -69.148798, -37.187521, -40.635110,0
 -41.982818, -45.111134, -23.668697, -24.982746,0
 -29.484152, -30.481576, -4.336109, -3.714477,0
 -47.855069, -30.597198, -33.246126, -32.634561,0
 -34.035443, -74.463141, -7.079080, -7.628560,0
 -14.797090, -14.445749, -16.622479, -17.084610,0
 -10.700541, -17.704233, -13.369376, -15.810094,0
 -27.334068, -52.078130, -39.060019, -38.564048,0
 -37.767323, -84.959163, -13.667565, -13.338490,0
 -30.144658, -49.690837, -22.915091, -23.710175,0
 -49.571722, -82.220927, -6.849652, -6.546148,0
 -47.041743, -53.738479, -26.799385, -28.494107,0
 -52.051910, -66.210247, -22.294609, -21.987875,0
 -27.206668, -38.437215, -5.605008, -7.996228,0
 -45.592542, -42.162949, -36.077172, -38.609696,0
 -54.328193, -60.797281, -48.517893, -48.553859,0
 -11.564913, -29.874810, -25.626458, -27.419326,0
 -34.590720, -53.178160, -32.418499, -34.472099,0
 -10.754796, -23.581968, -45.075112, -46.912510,0
 -75.171740, -75.352447, -21.805351, -22.916434,0
 -28.025617, -73.616042, -29.953608, -30.871289,0
 -8.769359, -20.942631, -17.121758, -17.599486,0
 -52.699375, -34.395961, -29.812343, -32.121762,0
 -19.478627, -36.097529, -16.182447, -16.211424,0
 -19.406389, -22.614119, -21.908138, -22.200484,0
 -66.455945, -117.594242, -30.274641, -30.556085,0
 -9.245895, -24.759934, -12.625463, -13.954598,0
 -114.542578, -94.287157, -20.775401, -22.217579,0
 -7.477121, -16.345792, -17.489462, -17.633110,0
 -13.630103, -17.446366, -16.076880, -17.788526,0
 -17.303805, -31.611688, -43.728551, -43.927012,0
 -36.227745, -48.264567, -31.894092, -32.462140,0
 -5.554813, -9.760776, -10.908510, -11.394062,0
 -79.319236, -63.314441, -6.286247, -6.182600,0
 -27.168154, -41.638432, -41.609076, -45.839241,0
 -51.707691, -122.046361, -31.659266, -35.647877,0
 -39.142474, -54.422447, -9.663381, -8.892604,0
 -53.902778, -102.050572, -23.217034, -24.029697,0
 -22.450026, -33.756883, -4.790067, -4.411033,0
 -24.335422, -40.526493, -29.887154, -30.818293,0
 -46.001295, -50.101996, -23.643350, -24.469598,0
 -29.225417, -39.456856, -4.318487, -4.094152,0
 -10.793319, -23.584363, -35.177154, -40.388974,0
 -28.713920, -28.471436, -18.092722, -18.024895,0
 -22.212334, -16.848454, -19.764285, -20.245543,0
 -109.467200, -65.204815, -10.310715, -13.064634,0
 -9.073270, -15.315395, -22.134646, -20.223778,0
 -53.284427, -35.557746, -16.069707, -19.223405,0
 -90.199922, -69.850007, -24.519031, -23.839204,0
 -39.201803, -24.612300, -36.194289, -36.853974,0
 -26.215940, -44.771726, -12.035376, -11.940731,0
 -49.079747, -97.832200, -15.185887, -14.990587,0
 -35.004743, -41.508327, -15.354057, -16.019807,0
 -12.035518, -12.867587, -21.245016, -21.930187,0
 -10.946412, -16.947643, -37.008330, -36.867706,0
 -56.346739, -136.109686, -6.551842, -6.539560,0
 -29.437661, -49.777648, -34.683373, -38.125550,0
 -19.968606, -44.608366, -13.359050, -13.666162,0
 -36.363154, -35.870020, -24.442893, -24.493829,0
 -28.092273, -61.488203, -26.354690, -26.822551,0
 -15.257615, -17.991941, -49.758027, -53.477378,0
 -34.163046, -25.833566, -21.772095, -22.599319,0
 -69.597546, -167.028088, -27.181232, -28.337503,0
 -7.167768, -10.389651, -11.884700, -11.864876,0
 -19.222174, -38.694409, -16.286353, -18.129463,0
 -46.703697, -53.760807, -11.255664, -10.973483,0
 -41.609896, -109.763794, -10.847300, -10.967108,0
 -51.507395, -54.603993, -7.253782, -6.581930,0
 -18.514557, -31.642132, -29.687197, -29.580000,0
 -44.009600, -34.415117, -12.749515, -15.771143,0
 -42.309008, -73.983279, -15.834739, -15.556723,0
 -37.048325, -47.238736, -6.328593, -5.964728,0
 -44.747889, -51.752489, -33.503217, -34.946739,0
 -16.035895, -37.240544, -7.317150, -6.983890,0
 -25.344359, -13.133217, -15.562723, -16.545524,0
 -13.004349, -18.690559, -20.343367, -21.037788,0
 -32.131808, -61.974080, -25.095705, -25.354599,0
 -34.860866, -26.866120, -12.786889, -13.031167,0
 -10.412324, -21.781206, -19.368600, -19.038131,0
 -40.783634, -90.181409, -6.203318, -5.706600,0
 -27.133524, -40.959285, -44.775490, -46.159138,0
 -8.316972, -29.622289, -4.828875, -5.317925,0
 -46.404541, -82.062545, -11.206566, -12.499820,0
 -82.237343, -63.396780, -19.182154, -19.503291,0
 -40.068939, -37.015036, -26.327751, -27.287192,0
 -25.415594, -48.215866, -11.469775, -13.496212,0
 -12.699665, -9.282565, -21.044306, -20.941563,0
 -39.637977, -36.298034, -26.635384, -26.074910,0
 -13.772502, -19.104283, -12.871310, -13.701181,0
 -32.621006, -72.245771, -6.415014, -7.008309,0
 -86.192320, -74.060782, -4.635918, -5.339288,0
 -16.415206, -20.309170, -54.142579, -55.798337,0
 -41.317726, -90.559147, -25.176046, -31.990670,0
 -17.339804, -27.064308, -7.075821, -8.840370,0
 -72.687607, -34.632925, -26.768425, -28.193664,0
 -38.866265, -47.267667, -12.254381, -13.688664,0
 -14.680605, -34.619262, -9.280749, -9.802256,0
 -66.456877, -34.521451, -17.392241, -20.901566,0
 -24.366454, -23.274582, -26.504091, -28.772589,0
 -11.503427, -14.922916, -12.943461, -13.417326,0
 -27.165860, -41.753034, -12.608632, -13.201279,0
 -37.329601, -71.299787, -48.524059, -51.996394,0
 -72.857197, -122.691630, -5.029249, -6.362324,0
 -50.575535, -105.486010, -20.489503, -19.675233,0
 -19.617356, -39.519153, -17.803737, -18.817267,0
 -28.659534, -55.754971, -19.736308, -22.545899,0
 -71.166008, -57.824273, -9.017168, -10.055037,0
 -60.179087, -32.937001, -10.690600, -10.018344,0
 -50.386991, -71.172244, -20.796361, -22.050255,0
 -44.156112, -59.946776, -24.816966, -25.584946,0
 -20.959481, -31.168830, -11.460520, -13.459217,0
 -45.977087, -73.349267, -8.618841, -10.546409,0
 -21.965405, -17.410796, -26.017668, -28.145052,0
 -38.492682, -41.308984, -18.096106, -18.205361,0
 -34.803857, -66.812862, -40.152243, -44.030837,0
 -42.196467, -28.205728, -11.627810, -12.343694,0
 -44.116310, -64.781000, -26.270389, -28.831863,0
 -16.242265, -20.811224, -21.676714, -21.414278,0
 -26.139543, -33.707333, -8.456598, -8.881772,0
 -9.204510, -13.662447, -8.398860, -8.990504,0
 -35.548228, -48.659774, -4.829992, -4.641627,0
 -17.491845, -38.925330, -22.969320, -24.235125,0
 -17.842776, -33.451519, -13.378398, -13.361902,0
 -101.413958, -92.255671, -13.415873, -14.075420,0
 -18.069418, -24.740443, -18.582542, -20.005176,0
 -35.309959, -66.204681, -27.260601, -27.823705,0
 -23.284528, -38.742539, -45.325778, -48.443389,0
 -164.891686, -76.540330, -15.416663, -14.939019,0
 -23.019066, -27.950911, -44.196223, -48.011254,0
 -50.828007, -75.277506, -14.885360, -14.152529,0
 -34.485652, -45.607862, -27.546544, -27.874513,0
 -32.181189, -58.193364, -15.761540, -15.433504,0
 -57.974019, -66.009824, -6.255213, -5.814195,0
 -23.346863, -33.006515, -27.651066, -27.791631,0
 -9.204368, -5.969370, -16.620173, -16.786757,0
 -41.423226, -89.629308, -22.160454, -22.464881,0
 -24.155857, -32.956895, -28.745937, -31.590980,0
 -29.195926, -64.190993, -29.788231, -31.619249,0
 -12.846961, -18.963713, -11.446168, -13.806647,0
 -34.501874, -39.558250, -36.601978, -37.092268,0
 -28.378334, -25.146685, -10.559142, -12.496376,0
 -9.685991, -27.009994, -20.619072, -22.373682,0
 -6.831192, -6.557116, -17.428223, -17.988919,0
 -27.818511, -50.793725, -18.864096, -18.585855,0
 -17.829392, -31.830915, -5.324357, -5.956907,0
 -25.302917, -33.665160, -25.414382, -25.089567,0
 -79.792568, -66.884098, -20.321078, -21.752214,0
 -38.145769, -19.967522, -15.976466, -16.089240,0
 -48.581094, -73.086458, -16.972155, -16.518056,0
 -108.780857, -97.029346, -30.704189, -30.885530,0
 -14.773799, -22.147399, -11.744867, -14.045966,0
 -46.497799, -94.399491, -23.549536, -24.990474,0
 -31.089338, -39.539859, -35.589235, -37.399742,0
 -37.324956, -46.161152, -12.764188, -13.126602,0
 -10.416048, -15.335369, -14.914676, -15.560953,0
 -10.858513, -28.303942, -67.184340, -70.068465,0
 -26.768110, -29.025162, -16.217580, -15.932548,0
 -20.272137, -44.984461, -18.978167, -18.827103,0
 -96.288047, -79.292318, -36.917931, -35.764084,0
 -10.950508, -25.463919, -4.898237, -4.327321,0
 -54.455052, -34.313622, -28.703318, -29.755763,0
 -8.647674, -12.136075, -6.223441, -5.846884,0
 -31.972632, -47.282412, -38.105388, -40.779978,0
 -43.524215, -86.665102, -31.303850, -33.322165,0
 -142.249182, -89.678874, -19.340871, -21.410063,0
 -14.650685, -13.231255, -31.273609, -31.854511,0
 -29.847568, -53.341537, -19.289111, -18.596210,0
 -37.426874, -66.331449, -8.271397, -8.532003,0
 -47.813957, -42.773774, -12.461332, -12.174518,0
 -35.401797, -77.557594, -39.779355, -39.831992,0
 -30.620856, -33.764362, -20.442512, -21.395674,0
 -32.455094, -25.613374, -6.313039, -8.258094,0
 -29.376897, -33.883338, -32.898043, -32.872591,0
 -19.362306, -25.690020, -21.180567, -22.249069,0
 -37.071823, -65.157140, -26.080377, -26.392450,0
 -19.854880, -35.765464, -31.530005, -30.284436,0
 -33.753763, -49.712204, -24.933305, -24.524175,0
 -92.574048, -72.094810, -26.809673, -27.318684,0
 -17.140716, -32.125798, -24.770095, -26.064987,0
 -16.222515, -32.910223, -36.542709, -38.034768,0
 -70.787254, -30.327290, -15.048088, -14.438979,0
 -61.278855, -97.582178, -54.462927, -55.326358,0
 -35.413311, -42.041616, -19.700398, -20.971589,0
 -99.858572, -69.474945, -21.025519, -22.305326,0
 -13.418875, -18.680365, -16.290867, -17.534382,0
 -26.261132, -27.103718, -17.326767, -18.993918,0
 -25.329706, -64.122109, -19.859523, -19.890302,0
 -77.321531, -118.316611, -6.218372, -8.962206,0
 -31.363055, -41.635053, -30.979347, -33.170016,0
 -20.976248, -32.747407, -22.137187, -23.532949,0
 -28.498910, -54.241975, -12.336605, -13.348747,0
 -206.213265, -112.194008, -15.755416, -15.625558,0
 -20.327118, -49.360305, -22.639319, -23.856908,0
 -50.806025, -39.215486, -17.288800, -16.475208,0
 -18.417685, -17.517492, -21.335128, -22.446526,0
 -28.749162, -53.859659, -25.046757, -24.682858,0
 -12.853076, -16.808397, -37.787877, -38.305895,0
 -10.109116, -11.726874, -10.309759, -13.858932,0
 -18.099559, -26.066564, -5.690807, -6.272683,0
 -32.840616, -87.918712, -23.337647, -24.212235,0
 -60.246572, -70.445478, -56.945669, -59.652067,0
 -32.719661, -37.557201, -12.579856, -13.026131,0
 -32.839561, -67.494002, -6.286197, -6.870390,0
 -12.827120, -13.507678, -34.176659, -33.686658,0
 -9.775506, -15.330850, -8.573904, -8.660258,0
 -84.814468, -41.367882, -23.805667, -23.428414,0
 -24.157454, -21.602630, -11.124049, -11.094965,0
 -55.430851, -89.466816, -52.403215, -52.303413,0
 -23.038208, -30.618327, -20.765641, -21.150721,0
 -7.299055, -9.393705, -20.075469, -23.038667,0
 -30.187220, -37.820676, -21.550759, -21.158924,0
 -80.668347, -74.766502, -10.083961, -10.013118,0
 -24.883631, -27.218268, -73.761327, -71.783988,0
 -22.900456, -31.173778, -8.184833, -8.264151,0
 -21.759189, -62.312347, -23.708793, -25.983026,0
 -21.402344, -27.196390, -25.399043, -26.457541,0
 -56.012879, -76.077593, -11.809554, -11.887200,0
 -41.133829, -90.352568, -18.036048, -27.600989,0
 -56.149341, -30.742508, -39.431840, -39.449178,0
 -73.084186, -73.639569, -20.053786, -26.048279,0
 -13.088900, -19.751576, -11.045774, -10.965580,0
 -36.554130, -61.218069, -8.869152, -9.634966,0
 -10.110149, -9.503607, -7.488008, -8.660973,0
 -12.931835, -31.230103, -22.321969, -24.989785,0
 -80.137285, -72.687482, -24.012789, -24.430716,0
 -28.815579, -34.353269, -16.789256, -16.464184,0
 -11.549043, -28.873701, -7.675021, -7.509965,0
 -43.195173, -115.042276, -21.009774, -20.818413,0
 -20.907038, -30.994406, -6.053448, -6.574151,0
 -14.025551, -13.876287, -6.970082, -7.127255,0
 -34.815619, -37.896309, -35.282606, -37.475536,0
 -87.222422, -52.629683, -16.221598, -16.995539,0
 -25.684766, -29.057474, -27.925962, -28.664479,0
 -11.066384, -27.363326, -15.897230, -16.474101,0
 -8.423388, -4.863992, -52.073265, -52.477798,0
 -27.842432, -60.131344, -15.396505, -16.095241,0
 -46.054839, -47.553830, -21.165472, -22.835507,0
 -17.572281, -33.810259, -58.746153, -60.442865,0
 -17.442048, -20.741611, -5.075078, -5.037946,0
 -33.842942, -63.851295, -32.119508, -34.737104,0
 -38.711801, -77.723375, -12.217925, -12.993515,0
 -96.669406, -104.405893, -13.373393, -13.731880,0
 -60.583455, -124.688046, -22.136478, -23.257769,0
 -13.056269, -31.307026, -17.617038, -21.862356,0
 -26.440099, -40.784566, -55.776680, -56.125472,0
 -26.848409, -38.070284, -32.392189, -32.407174,0
 -55.793320, -59.912251, -16.496008, -17.063200,0
 -16.876760, -31.530320, -14.667964, -16.323501,0
 -5.703847, -9.550002, -15.611094, -15.807450,0
 -18.182370, -36.025195, -10.940963, -11.219891,0
 -118.465097, -56.017886, -19.123605, -20.072168,0
 -12.454408, -15.139557, -33.797970, -33.973851,0
 -10.857515, -17.200193, -35.657529, -35.682050,0
 -65.538430, -61.005914, -81.240940, -89.054299,0
 -26.388996, -48.679175, -27.535851, -28.630371,0
 -20.578587, -35.619081, -10.190385, -10.937354,0
 -38.197849, -58.583075, -34.345068, -36.355678,0
 -32.471017, -71.688358, -15.939257, -16.855982,0
 -11.230428, -18.418585, -7.488704, -7.832566,0
 -63.309854, -130.185193, -16.206021, -15.968638,0
 -78.912590, -110.484973, -4.703945, -5.740151,0
 -31.466127, -78.581887, -33.870234, -33.841899,0
 -68.911062, -146.026962, -17.573600, -18.562796,0
 -15.749325, -24.201881, -22.151671, -23.725490,0
 -29.449926, -21.084986, -43.422559, -43.859661,0
 -10.583466, -19.132385, -13.163850, -12.579313,0
 -13.290354, -12.151566, -38.819773, -42.370731,0
 -29.059262, -25.082745, -8.956180, -9.575722,0
 -12.025340, -14.120901, -8.338614, -8.447923,0
 -55.967469, -90.609057, -25.178096, -23.555941,0
 -35.826508, -45.223378, -6.840099, -6.555939,0
 -39.465491, -44.386870, -12.451798, -12.601045,0
 -27.667192, -36.048401, -18.732138, -17.791398,0
 -45.310407, -53.357490, -38.768750, -39.395046,0
 -47.958047, -108.495957, -7.012584, -7.306327,0
 -54.096071, -79.969928, -32.912884, -34.158599,0
 -35.454490, -30.558816, -35.082311, -38.904845,0
 -11.819899, -23.504425, -24.702564, -23.290493,0
 -114.981409, -71.916982, -27.206890, -28.079324,0
 -62.248924, -61.130186, -7.904056, -8.257496,0
 -18.888352, -41.197762, -22.507177, -22.218148,0
 -26.597301, -38.201521, -32.864877, -35.322224,0
 -77.283405, -56.909078, -8.450565, -8.860868,0
 -46.323591, -51.294394, -9.881198, -9.894437,0
 -57.018614, -87.457302, -19.127197, -20.615572,0
 -37.661380, -64.025526, -30.097192, -28.066946,0
 -31.817486, -24.879707, -30.089238, -29.835137,0
 -50.981005, -31.887209, -56.488494, -57.096358,0
 -23.489105, -36.506688, -13.130567, -11.709165,0
 -24.720456, -57.222288, -42.026324, -42.948782,0
 -17.446444, -38.709473, -10.299934, -10.112171,0
 -23.512492, -32.823911, -42.846304, -41.803393,0
 -46.108284, -65.349860, -37.418032, -38.539796,0
 -34.533415, -36.010991, -43.629416, -46.774562,0
 -27.316564, -15.529957, -14.588767, -14.639086,0
 -12.012224, -19.169566, -11.670059, -13.113454,0
 -8.563088, -14.817808, -12.645097, -13.376485,0
 -15.722635, -27.950640, -62.396135, -63.287032,0
 -28.390131, -34.366221, -11.141070, -10.892269,0
 -61.511363, -61.550828, -11.604939, -14.865131,0
 -16.306130, -22.120182, -42.765205, -44.280047,0
 -98.633370, -84.563816, -17.475650, -18.743783,0
 -23.114958, -25.264936, -25.505102, -26.331095,0
 -38.800977, -49.231928, -19.788259, -20.731916,0
 -24.581760, -26.679630, -16.930368, -16.745662,0
 -34.672065, -25.003557, -10.906793, -11.231029,0
 -18.331675, -29.601512, -36.406715, -36.197304,0
 -46.085663, -54.502764, -13.568305, -13.412223,0
 -46.985186, -76.286301, -10.490535, -10.874305,0
 -10.237476, -24.452570, -20.434312, -20.626408,0
 -14.496989, -17.045321, -60.392232, -61.745051,0
 -21.042137, -23.368658, -33.586951, -34.104758,0
 -88.665195, -57.636626, -25.882447, -25.317699,0
 -17.222726, -26.105064, -12.479326, -12.543499,0
 -22.839227, -37.868062, -5.001165, -4.967343,0
 -21.192874, -42.498469, -26.525409, -26.711971,0
 -11.489738, -20.892106, -38.899584, -40.008711,0
 -46.173188, -43.668060, -21.578049, -20.717649,0
 -25.277916, -54.181705, -53.847655, -52.676784,0
 -31.004074, -36.410188, -23.989068, -25.395220,0
 -14.560934, -13.361807, -10.160646, -9.806783,0
 -52.256525, -79.982114, -11.393930, -11.400424,0
 -9.404893, -19.145713, -41.506233, -40.976227,0
 -17.493284, -25.629312, -43.277257, -43.527214,0
 -16.392446, -23.872850, -7.425855, -7.743393,0
 -16.662897, -17.055622, -21.811860, -24.421795,0
 -85.217382, -159.000292, -28.111619, -29.064005,0
 -30.215256, -55.111036, -28.306335, -29.113981,0
 -32.518592, -18.803403, -12.045867, -14.147955,0
 -18.927519, -19.489360, -3.883863, -3.918361,0
 -25.780775, -63.808335, -38.837865, -40.188440,0
 -45.096285, -52.359151, -11.740187, -12.830108,0
 -8.899305, -14.590497, -14.458879, -16.919756,0
 -15.841460, -26.626119, -12.353721, -12.106455,0
 -119.067634, -56.185503, -12.238572, -12.690943,0
 -17.970025, -18.710712, -17.609743, -18.181588,0
 -6.709574, -13.329101, -11.408979, -10.678867,0
 -40.730419, -54.322960, -24.952564, -25.765859,0
 -22.325641, -42.101203, -44.631635, -45.639203,0
 -40.330738, -77.518828, -8.854893, -10.232886,0
 -49.480850, -64.096371, -8.859277, -9.194869,0
 -24.770058, -24.338689, -17.611135, -17.757855,0
 -27.453423, -34.335899, -9.306451, -9.604070,0
 -8.630424, -16.323563, -28.148236, -28.057039,0
